Cl.thickness,Cell.size,Cell.shape,Marg.adhesion,Epith.c.size,Bare.nuclei,Bl.cromatin,Normal.nucleoli,Mitoses,Class
45.112061593831775,51.79832166171976,47.87749999474596,53.38513636847259,58.40830090835846,39.92959408710454,46.4992952454093,50.66926078592297,53.07839833379504,0
70.86452929950661,57.30706375448289,63.333871199701605,62.86578054250141,55.40952169539561,41.86758142999142,55.75370234722794,52.593935375517184,54.32955020687776,0
49.30780951540477,71.42426787610968,42.062140401753815,40.25508857852604,35.53339542967193,48.33900317786109,65.82354905809363,46.04552106458978,37.11027920202817,0
66.775425207932,60.81098050895249,64.71298779382174,79.13208773019961,67.6266985581643,54.23923497897731,63.276383583090734,42.660030093816005,73.92942433992651,0
52.01277307306336,62.644698387636936,67.9665867094615,43.30923886659929,51.62398578941872,43.00259692270166,70.4059145703559,43.63567742344175,55.9731077764614,0
61.5463916246912,54.860222660116776,55.39748153610347,55.38850354647504,47.71446013838664,47.17598021347767,48.92406676838733,53.58116679523296,54.827837919472245,1
52.59632338552841,93.32147061771832,37.60132776409862,37.00173381531576,44.46054713241623,66.88245415822664,53.36009862322367,55.867225173597305,61.13772926971728,0
39.03819892486427,47.74211007308276,61.88272205105967,53.49929082288055,31.857010164282823,51.50195588610967,62.37042743335731,69.09626572233445,63.83302094468178,0
34.23500683274982,44.615745469658506,74.56367482025536,54.54845415188242,55.5400938219547,64.62625465135653,58.12556305400476,51.45953001922352,53.79424893422777,0
43.2004929174808,48.869601648048885,56.05972734616593,52.674687463407714,48.50057729380534,51.66290860697923,46.9652203197126,52.71218864674103,49.61670016444713,0
51.97457174062242,38.05309933953085,59.32343537011319,79.03189772223908,53.056450858144096,57.995873482143175,51.49356838514609,56.48933489702127,72.07540121516527,0
55.1071628813834,38.53126701818812,68.81561175494446,60.89072497041587,61.71436041633837,45.579525930147256,48.40861324679224,66.64523983882825,63.89607387731095,0
43.290851644856346,48.98822368217964,74.61589936566857,52.530465329081615,54.94875756048589,51.59539743290871,36.31729325576819,59.48399679749232,49.1768712694464,1
44.048152517719885,38.57727984167973,40.44096499513442,42.843732268782034,76.02612511365086,49.630992233790025,60.79674989087201,50.06598256523459,50.38227966630476,0
56.91137716533053,67.07902508520465,62.30721271992494,60.38555184826609,54.65945142635728,60.39952602768045,57.04907681457642,43.31744168756419,50.81918675681688,1
71.1283035374876,37.43986275096516,71.16637829629494,51.49099812297273,49.08142351969176,53.29684398253513,44.91284011166058,54.24339181188222,65.10766662421665,1
46.54545553804314,56.07244785548709,55.45176806232412,56.31262101013496,46.26243716644483,48.34272652438683,46.72949203916209,39.22379978421496,41.86840178375214,0
45.35085947757739,36.68855603229508,51.26172844974733,50.99681232879301,56.94832687659258,69.47712745356976,48.40462006761052,50.03148201131985,49.61149299498563,0
55.00518288155328,62.882783914499306,59.53118156304657,62.4197213946612,57.3617698002732,70.81910412064377,44.483840488045296,71.570577740377,33.989516356042785,1
62.45356902449231,48.91312520200229,53.67471690951943,72.3734283007498,55.010653306693385,56.63992771704249,56.85423486494257,65.07805945822379,49.19660129635667,0
62.89645156451343,64.01183988391963,52.59891397318879,60.94898811611486,46.22580404222589,65.83419345931388,53.77170439345895,63.35378970797464,66.41076993601695,1
55.90735772516962,66.11856330863527,50.38626465103925,39.959536192179705,58.95127107519174,62.77179780696609,39.69480460851845,37.64152878168552,59.21063251141489,1
48.00531483195009,65.31094545629193,64.85582346263476,44.927605530672906,51.75777875446473,49.89575577242643,57.18578804412759,48.532020840104025,61.909257716648106,0
70.217339445352,45.58235207188434,49.720719607717584,42.68410207808483,56.57097418634146,47.01662022413746,63.891567610388336,43.59835223279416,46.23701862696691,0
57.67960810822017,39.22198537262757,46.948222288164665,45.35463013389498,60.78974990610729,66.19018670671609,58.07011903962,51.30728975513749,44.14330205276736,1
48.26625624224892,71.98628272576298,51.10717001334663,58.97537253711976,58.40710103019421,45.57184727965529,59.31200537003093,57.73459781062415,55.33001031368833,0
48.44732224548408,53.771754419601294,43.1535579214329,38.28236481877471,51.75600815843922,44.23549191009479,32.84473711239757,46.291324878971054,55.27299777272161,0
63.71806669750003,65.77441681291027,53.837385105061855,59.56444588825581,51.889567551978764,36.51197021288954,50.180890373499,41.58072042505554,37.47699636870181,0
55.6945752011363,52.57049567024247,53.44003848661296,35.80172800491324,51.61154372308447,42.96864564071588,44.978692795109495,55.94830548792547,57.15399977941833,0
55.29460639069559,58.1090933558896,55.75411160439367,38.62512690411205,55.54815803280008,46.1361495912605,45.54361060399243,50.432192792727534,41.02542496653952,0
55.02840715924107,59.334693208797205,67.96410716200849,41.92081495029871,57.16730463324188,45.7580008390398,52.0484331896383,44.35782120483751,63.37834678300448,0
55.39813541615155,60.15404481513458,74.45536093434441,48.65781156407495,56.730737151017294,56.88354187546707,55.549316072965006,29.16919064933838,64.92116944111838,1
58.15993371419762,60.76622170247365,48.06409947837383,49.57397805387552,63.952678901512826,64.35618341128954,52.58414893016393,74.06153975293654,45.55663998739077,0
48.384777364909,51.52091588375828,39.673866322461386,45.82862881444913,60.49083347409325,53.94794922925031,54.45741137039097,60.57800522610269,27.40170998742601,0
64.75629023585311,49.40744717311532,67.45214026067711,28.50155568859283,57.30934231532015,53.66622379329514,52.20124897102279,62.340406812336525,66.7765609766598,0
54.8504861816988,77.39360644868322,51.18668451095566,56.46017201461421,43.34613911309256,38.608371180542015,68.50012042599505,53.29513571562868,54.97096848893906,1
49.66615568406411,49.77547299913603,38.663753527010655,44.894612986634215,66.58274307105472,61.285780894877576,56.68754741087476,68.8443482573842,44.1655398431723,0
62.1631610003247,78.19623243891445,60.54215223709835,64.39216302812633,40.10742579164808,47.9362442768476,59.7689325687852,57.130041417559625,41.813847864557694,1
47.77891166211009,53.4158639182224,64.09667849939879,42.58015803221931,53.189381344261015,64.45273235813652,40.65398932770328,60.3015009661172,55.741024101837056,1
55.40895480945207,49.39705492891032,61.8443721276781,64.68923159357138,51.94170628785748,50.80357860779473,49.093532610821214,50.58924910483678,58.88861782064246,1
39.52237898707984,49.44661280191919,72.392351758067,58.26512542730106,62.60470335646888,79.61232676988277,50.58533282013646,58.85256042489915,71.5458040854536,1
43.26560356945858,61.2063470256473,57.87784353573704,43.343013410929736,55.71269826997048,55.0519573256815,48.596299838938585,43.35887028711298,39.72620418382033,1
67.26553997244977,62.889624962423625,60.50427263416872,46.49042461344195,61.62849831719274,57.978110152944765,64.6823124685963,54.886833956911886,58.98490211993024,1
52.06130418305743,50.04693821112146,59.6018513570092,64.91377867637962,69.87321036629861,46.755525302709394,70.47623123615915,62.59480109826325,68.07298419170453,0
51.09653339753679,62.90509115389503,66.81263875853705,43.967233940076575,46.88357141524996,38.3344390132724,41.98304211337654,64.60494242234724,56.10785142575881,1
57.93063988104486,41.008326212871175,42.1290828755075,75.10287424136197,56.05107106690205,65.26894157278785,49.507979495650055,57.302867763903606,64.75842758274294,0
66.87609131637255,33.898907956696775,47.12869156664974,66.50408065779827,43.75531967414901,77.90108730902914,46.87870040692368,67.21465482340855,38.7544766498008,0
54.65270774742432,66.9005431332872,49.83968441408869,56.92553950255771,53.311957123446106,70.30147628655308,57.893700591992896,45.70967655190839,69.66416180689276,1
44.58724983023497,52.24062795952778,37.879323644254114,36.37190895221098,49.14934224356356,50.91260977956113,53.64323005407308,57.05778348309448,54.89015440316485,1
61.5705600667287,67.09330037933947,59.8765661295181,62.196402819207805,41.17962127156502,39.12819622190101,58.87191384240373,77.19972732333906,63.08165751644022,1
67.18208476869701,54.47410481579013,63.62752677922305,47.86552768534845,45.50959933890891,51.610470216065565,56.63645110549568,45.956471986148976,55.53820089992661,1
59.63989164224171,56.97263177312944,71.19287786049904,45.92820225410657,63.48843476529363,58.00302152570551,57.0382985055375,58.83410662909829,61.83939904996477,1
57.931071790792,46.75966367751552,59.25859709557902,81.15681270031337,68.50484447474979,66.98649827894107,53.551790218090304,63.49311474019128,57.09641526811591,1
59.25455443806525,43.12110061272257,70.73369970023286,67.22707050247348,67.67920697197374,58.04252319835082,43.60745549889122,60.72060919209083,47.40927666416968,1
65.16745079742658,49.54970665323137,63.08338863051348,47.39449277041936,64.84008994251948,65.92638635563927,47.93163033216399,55.116788747244485,55.38709929932936,1
49.028444886623134,54.20655153376053,49.3003143975537,44.75283779090624,47.437829327705884,63.45033276445838,44.834764527623086,54.8896453895612,64.21834008749951,1
49.89594345517801,50.0226878972632,73.68488514231687,57.67518670817918,64.6217299365334,62.43194446758909,57.40966962100235,37.548381339312186,42.51755798580824,1
62.18926736529424,63.188909084401125,59.57779230657228,50.29944288595641,45.88650612069209,60.62829648403549,66.04133381091444,72.68051540922747,39.37028435546903,1
52.92702096435392,54.376823166936845,64.0981868418452,46.98487930998546,49.58628435616768,47.93460429657173,61.2968384828838,47.98120660822442,45.94228919070936,1
57.65858304195582,43.07327595497346,68.50389398311464,44.585750578395285,50.8148064665199,40.09350420209845,58.94568944449077,56.72905889208129,38.46531605048067,0
42.98908109866514,60.27958479914702,40.54334123971836,62.17795197885681,64.42810766514752,64.80567719688997,57.58034872236837,43.40576087366941,48.26002600574972,1
50.83536486543467,44.26259486276796,35.06800866210595,62.90918722328823,47.69266644946282,58.30111629281929,40.29863858414293,59.85646763464452,60.65779899894357,1
55.273563974579325,46.90176243136471,58.1340060768004,50.08901311376063,45.06551858822668,57.58580642363127,40.28235431139144,59.81145804069674,54.84754532655091,0
59.863650229132766,40.67236858533331,52.59070467742516,62.94872471181357,27.784085581412555,45.49609128694528,51.828044537703455,49.5833095703753,60.84900908112371,1
43.63447427420096,39.20175973280679,44.85268630741846,50.01415377402782,58.480289450313705,51.51956524745892,51.19504910672968,42.14105503692137,47.40562799374045,0
59.29524686542254,65.94319106342286,51.6535402637065,44.94532824741681,59.56485184682396,59.90542860236782,56.25029622320444,58.7929054621174,66.35477149944,1
48.56215561954175,51.351248416886,61.170813754050016,48.531137591061686,57.49238900141601,38.68514298812279,71.60274340267411,63.22331035784045,86.22746624699056,1
61.44408937625332,53.185321150933554,65.89131806486144,62.05806041214554,56.13092618882226,24.732394838762364,49.42980623796774,77.89672997446887,54.42083643212881,0
51.045985783801946,55.83374858831127,54.09794591262205,20.47576114894981,51.30214277447156,54.30794163003486,52.37446278250384,58.94294147311281,52.90181830569436,0
53.53568785321333,72.86901005197791,55.27767677729129,58.939428263773934,73.09899390076464,68.82124964462825,55.96257551755492,47.85100127309568,57.7092594561898,1
47.53717176706512,51.3232892595622,47.07798171475852,54.12301056817874,62.62568505585816,61.22661366254198,59.89438720472211,74.92205350022688,59.57960505565263,0
57.45015821031761,38.37168942553996,50.87021340729173,63.73513897753888,80.55221329580974,45.63011536806942,68.5951147233242,65.14403551119028,41.93471085027924,1
51.914290238351306,65.32236963594835,51.1175714444604,62.05214917991337,60.14888823331832,54.69237830228692,54.28211359581989,61.849448169533616,57.71492531633685,1
44.38758728818397,52.8407850283868,56.338791488455605,51.93500498086257,62.81438678969623,61.37150181986232,31.843424871554586,50.66189112927307,72.15465532828532,0
35.42950406903596,61.1801595936511,45.35886408428325,53.772783908574766,59.27959648157483,54.06191284768466,53.41616426298904,63.244170871533456,65.52244648471084,0
34.86202110173008,61.50336384161359,54.68655405909418,61.09169331928519,46.441895913407805,57.343523060743,57.77117305133929,45.66561432523704,39.481098145008815,0
46.588496022264025,64.20888278364838,56.91767210404427,62.885636933873336,51.98978933645419,53.26677488077431,57.08597338628064,54.64520487439504,54.04143906450612,0
55.71254307192147,44.184392995053344,61.8219147407055,51.89539708901603,31.50152286038665,46.78696352086224,42.65500150703937,58.26743290048681,51.631864778578446,0
53.597387839222,62.28345885253171,52.10817436939991,67.56184689968488,56.438822425864174,42.77645845088021,45.6666572226537,49.50320310383841,53.24751909745288,0
55.81531794142197,48.61583344925453,63.660320401221455,70.03710761746322,55.99291210467703,55.50181430648343,34.922389025433425,43.65650396983846,47.03586065720905,0
62.53361942238672,51.74603007974781,45.77590522647444,75.22356109253957,53.7532027920781,31.49047099210871,50.42976261757264,60.401938222523874,38.26579958524477,0
67.45024844800321,55.26532604194518,53.853825031203066,70.14547022270298,46.18121784494102,47.70893347922669,63.02540462638095,59.55214264946778,47.01074002507048,0
33.686759495434664,72.4831734687393,61.07406318139039,40.93208645929976,66.61026815946674,66.08204841820847,64.72325716249459,57.81949940333761,43.00528017137832,1
49.95702735013281,55.830141061707714,54.98816507863796,37.25383274019413,53.558733681929525,59.16762320358542,31.00032086998156,53.31288961579608,47.481255811207205,1
52.12481332070827,57.9497332198572,31.65504311564616,59.558906533422366,56.06519012188231,52.96388951683506,68.18224597728101,67.48556286708089,55.39314274564117,1
50.43979723952618,54.80102995911519,49.33299036540887,54.83129297852105,62.764428657939135,52.1720622510653,63.39691854160253,60.79524812874372,54.17079606348342,1
63.10727237993633,51.55775625666149,52.325266353802576,41.4184180579357,39.18819604078677,49.497052122864446,55.87383740990452,46.62262634811528,54.92240764680966,0
47.83889103768666,55.01466929049425,47.73871302810975,48.69660333234736,47.21201704430343,37.39688200886446,65.43060299433874,60.08658111553813,53.67186698083914,0
66.25139340731553,63.63656434632334,55.90516233651928,58.155735260341565,41.04502312063778,63.11578869888262,59.713625007225104,60.38318626582395,45.74419899162872,0
50.21633894345311,69.01498010852202,43.748593817972136,59.13465952774165,33.26602994023818,57.993411847265314,60.99754657366046,62.56871765770285,62.247931203708426,0
68.03661589170105,43.1630490255662,57.79609770880312,47.04270744006847,31.898419701255087,63.458352934989634,47.4970253995568,48.6573557858836,57.903016657829305,0
42.35105131450078,60.57637523697687,46.08497949567377,47.20139835496526,69.66860682536067,50.23833318670672,42.43708411457639,61.047286679514514,63.28722220235446,0
57.455050812538495,67.32982866164562,63.07531755938052,50.25126392214951,52.02661640272896,49.52659397224458,68.42827120176631,52.31595309960556,45.84886042085238,0
56.85351774071752,62.58935842659797,77.12660053259647,66.97346096882444,60.54795415243591,53.95214039598847,45.83401554454584,64.93668104939744,42.01538874894485,0
58.32261642137167,69.24184559093543,46.74369661548173,57.38110961059575,62.209556824606096,63.6346418669467,62.5873314822434,59.2746933120778,43.27412579647918,0
42.81291088566664,62.829570905942695,67.58134774655302,46.433878328899375,52.47155861659157,52.621498766876925,60.5821533966948,48.37638741694629,49.848098028070005,0
35.23022014608705,56.48710066541475,59.357676591017054,62.7085320180354,65.60371753380507,78.88741644059503,53.86746155516043,49.974323911979965,78.9663101227201,1
69.21701814866097,53.87422987507102,49.07067190064506,66.62674483681283,54.773753280602,46.45857044945655,56.47119350363122,39.827820227495685,59.53140859962559,1
47.19463730438509,60.91394749401228,51.587854269191816,33.9847694461319,53.50139718829491,46.1491478586453,53.35385612503183,60.11038587305531,53.57900970685343,1
56.822473354930736,49.02147707950258,67.77560157013349,51.14450836679589,52.82827527065626,34.392456393174854,44.54277425412854,57.1970499588254,44.184194369614296,1
51.84995327692284,52.83107797314059,29.44693095985805,62.1556556137505,70.52029584495185,38.535634310484674,65.24806272291737,63.234978509606776,38.346111249788,0
69.95148037951549,58.50406900487189,61.50136112830587,57.96376269524457,59.6924428486241,61.21360263383123,49.27780938770742,41.160683271358266,49.48835841655751,1
34.5621996911457,58.90021112666815,55.04475652411662,45.80185358495866,63.08003312338417,52.91084154530883,63.447197687314265,70.22983758926408,63.60111781772086,1
71.39511055451811,38.16102656767153,56.28375371913295,50.977153902785645,61.21631673034765,53.782575175445466,42.01534267760339,62.50297431029462,57.64880054361733,1
63.42387073369363,53.368140489910985,50.634550537618864,64.6511384192485,52.00408910318541,50.77700537249949,53.15101172473985,50.28127757500187,39.66005727765014,1
78.58583101769064,51.803598266778096,46.38609104188093,39.64200914674761,53.43640895021511,51.7549538312614,54.344583204464094,52.388891536462346,38.92678121914219,1
54.06268614797927,52.48783228974119,65.16493722477216,39.50115392622264,57.421786242900126,19.397065651720165,60.105794097396775,53.25808221451545,61.95621756311655,0
63.37142693270171,72.209700975166,49.99490377292572,56.401581028656345,50.20686576977998,68.75198577009623,57.104552133636034,54.07118992983752,71.29668001082047,1
32.29133191775344,54.7369274161261,73.1649822411903,66.06908502782159,51.5194676053216,73.99397119800548,60.268285117323046,57.62915860231839,61.73703189351247,0
51.15141279239664,37.80544776378797,55.67028343013712,62.76945808386856,63.31109260109634,56.85280856617332,57.62068932741315,50.337295660037256,56.6449783899083,1
67.33897576988994,54.6358145609103,43.62702731270773,55.08598571553681,51.00129630189274,57.96690415480365,60.861533887938336,34.83688131882013,36.43969142544264,1
69.6686006020798,63.98423111669827,67.1963095931443,64.22588787389381,60.0647133248764,47.98493981052255,49.44385024106652,53.09347749329776,65.53013781537581,1
47.75849923215088,67.16457387520356,49.44169515769442,47.681465367993525,49.81542263081511,57.816278979030685,44.909121559478514,60.06177881300029,57.27945740698591,0
41.52353488439126,32.29122592848279,50.83163051014432,39.18257403636409,58.97238545291718,58.87072612175395,37.45918699937975,51.317294775734645,51.63400664475638,0
53.63603265164852,54.54230894759672,66.57572263293062,29.11453558317417,37.268913702013954,45.37995147794393,56.88075919032257,47.76499524160372,64.46603558585022,0
58.57688100132895,50.00963512978355,48.974048056907215,81.03148114089808,41.982316898388405,57.44315916191812,45.61479476462223,63.10337266486039,71.29349411942957,1
35.24023395043342,43.09081406338496,62.002723577179054,36.531565670939806,64.46447783941896,56.29637430807998,51.99370086237199,59.81230545305623,63.23183704877184,0
45.0590295306279,64.15814933479729,36.74565842283063,31.06030123738728,52.53699017105328,59.19515563688063,58.98454961738218,54.262328297067896,56.74008227196197,0
57.86948540146214,65.16892266016396,64.2151071054755,58.64136724615808,67.55457503351582,52.76788498774174,44.5894416681685,53.55383591307271,52.4407239427001,0
66.99777844834759,48.352358591816056,51.066677231928416,49.44761172134243,45.28832594306796,48.36502961527858,35.96890315507336,43.11727427413302,43.23779825217839,0
54.39175292511828,67.18440140168325,69.05461603545717,43.98353734207068,65.74187927666576,58.21586240331588,63.99537957073439,68.1126201179076,51.59951248017785,1
71.94173955860755,59.105237917022826,61.49567880605849,49.961107438555935,45.922005034115536,47.09299586147417,52.29335853359103,38.75446699442951,47.92434370448127,1
68.52506615989434,75.74218049586716,42.667041673306365,68.6805541460759,81.81528913769333,41.128187998613726,49.4902794071408,49.36804779079337,58.041243843977,1
41.31481654073962,43.86521813205411,51.24056090276809,36.41802502486215,48.05553068241836,47.69957548746936,47.35399436890006,57.936090145525846,71.2391921052376,0
68.8263314087954,49.82863091261432,62.80512271494642,44.62027952195599,79.6082672712553,60.61078752529575,71.78119890102474,44.958612933266096,71.32267775230099,1
55.47850497326064,57.5335049795242,43.08109994408287,65.21727682805113,52.79308715251933,71.60377320197708,76.61029974444007,55.362643300857954,54.78408136971579,0
48.22333609543894,65.21318074379074,44.87403302521391,65.04030603266891,57.171014005290274,53.534268897238,65.67013785068914,62.3252256045309,54.09959596779097,1
29.9468579147212,54.67221240275522,56.10191849443677,44.72537557320652,59.95282076838952,64.7473656804847,69.46509421254218,61.51246560324361,49.946369433452254,0
44.39505814370523,64.54154756593364,48.520212537318514,38.96304601844306,63.94911317657902,41.87653525877671,66.7169723585688,56.71092592260497,42.54772175582594,0
43.26814998943064,53.80251985194441,46.65732200751451,39.41795783787201,53.55523180381178,56.61876703029467,50.72115895086944,47.8703372020493,38.735516483852194,0
54.58463313130149,50.22695862856163,65.44940468929993,65.96367562439798,62.522868380592406,68.67252228981079,56.91770084834452,61.87818488887127,60.813968086662896,1
59.236421845074034,40.78191079646663,50.27822975172796,42.64838296776226,55.39218232454642,51.954224700064565,54.46417146486202,58.78202250350428,55.30045723129589,0
51.95820265435726,57.16904522726638,54.46671417481507,42.4955727190214,40.39708704934245,43.932363717801934,30.754968486732945,57.45262283573317,60.37387553688919,0
37.94672050198518,58.540448563155984,51.18270048707428,58.48462664592904,35.711822104221966,66.76858510121764,64.44045653615689,48.21120070174506,43.729676910059496,0
70.58040366495953,59.17488627701807,56.606020672538925,37.06803801995746,43.602759884783545,54.04352317586867,53.77988615202909,41.50766538722192,66.89841290890527,0
58.355684525667,47.00870578686373,49.04540720471401,25.60955106558862,60.69341875698446,50.52767256401157,65.12806311952242,52.23895073378064,43.42437541583082,0
53.86475704774573,37.06981804101834,64.94739016512109,30.885637601761427,57.82308017649162,71.29220432941325,49.78475419453866,58.42556815365919,62.33870673828925,0
53.40261828690252,26.696701926197974,62.742125952836574,56.15354527663118,43.50506852147167,41.73349084490319,50.28012690975026,51.43104864810181,47.33842095622264,0
24.33418125471021,60.58299425901211,60.8188191067683,55.51334533578923,63.59665870718754,51.97894514148573,52.451927986086126,53.632649733803255,48.55414959209256,0
59.701796489044405,61.3234999678982,63.30638867615917,52.528439362359975,36.90937349242101,65.5370339607783,41.16128958377564,42.704995488286485,51.33529788240625,1
57.6774448904866,34.92159815275899,46.1508855034018,49.764810030967325,35.77272457628279,58.23023724728415,56.51527578894556,52.50420680312563,70.79541347000782,0
42.69353229044266,59.548629871705074,56.85990304515193,51.59804326198712,38.749585245464544,39.210634639895744,56.930347022951736,59.78996520902471,42.88293926350739,0
44.27542111989948,46.87457440226248,46.80083617431495,48.052359559919786,72.69605186961327,53.2004964961072,46.5212872993835,41.824665508568174,49.13731750075905,1
65.19887402509899,44.9596488263557,51.40038020029973,54.57223712514935,57.063356779204746,49.51126660440265,62.11047368486972,59.37210879499269,28.73889876152369,0
46.16233820989196,62.34884796268658,63.834735759416304,49.894030490690525,46.99438868392488,52.75474420243832,48.15605618669999,76.43592823128623,43.03029883716824,0
60.13824466616461,62.18855350040083,57.22092978643657,60.84083917855168,49.07343577004696,37.18642173485974,50.34009437246874,39.34553350713001,64.01119683804947,1
43.07700984476219,64.87339609411858,46.63069955290641,35.646939904476824,56.424431341368575,51.94191290594546,46.34407049703188,69.64536833912615,45.758126062138686,0
56.79476998772993,43.85537032615984,52.10336841014265,62.772748151124006,77.99174075497588,53.269508671294446,64.71328122595924,54.22903996048903,50.51688786044969,1
61.138473252696336,53.76311346698376,62.1026899030009,48.70477928312108,50.58556946438762,51.67066143453699,65.61090647809073,59.94592306697007,41.19055546748554,1
56.53394807476048,40.64361042439487,54.2167500639778,40.73921605455757,35.088787496152435,41.60429164510055,43.81811603735517,46.08395561432209,40.26879802048996,0
45.73222549498389,43.00808923638138,55.71484222172881,63.17392394732992,61.22303933856604,42.56821335703622,53.79171677977276,44.5759603328329,44.80858246796727,0
83.88604514028574,59.97255536798701,55.93705840616617,68.50692580162813,53.07943983353014,63.371460545243,37.31101581243692,45.47803668342114,48.44500879357621,1
46.38678807441734,52.89097880236417,42.01167775392842,70.79845261048945,49.45086385649135,41.744693381194125,55.08104600475944,59.15367350037004,38.77528690397567,0
46.52627564821098,57.91690432257087,38.106270970276256,49.70582588258854,33.85691281693231,50.92194049681704,48.79244404842175,46.20967174866034,47.74444608955045,0
71.39212767640724,56.99744061947202,62.501706254613566,58.99913186329015,43.616304049678114,53.03833075273289,57.36346141292495,66.2678999381353,72.08496876837711,1
58.30118745816367,59.21457359886872,51.47685531352131,53.99471172855026,43.31819571889213,56.08148736697432,37.09930486721693,68.33152429219183,28.674649375034768,1
40.3365731627299,46.29625585701212,62.03161937493672,63.366388331615525,64.73963418259615,61.16395622341066,56.44946671501872,41.32390950890515,40.025622929856944,0
39.148419699099016,50.43740340686992,45.3043226591173,42.246093547246616,59.236563598219966,47.00441694848349,51.73251992603411,45.825368600467975,56.58358476489288,0
48.61353138530099,39.65769988102017,52.9649214960979,54.49192664582044,32.73436969428509,47.42440990219539,66.93162230992814,54.59099931002321,49.89419811011857,0
53.68596964249545,42.10038707444682,47.28832356654594,63.78865595358073,55.09698707823226,36.93111889742811,55.288766865305824,54.17231751542578,34.50644877187345,0
68.50384552907757,65.99199906022028,70.78851346065136,85.83371633767274,55.737361025866456,70.10811474958541,46.10818092265768,51.0397033083988,58.1913429048836,1
36.53749703407175,63.79595721264134,65.59264992425793,49.317557958607765,38.95938555874073,76.31891266042625,55.49530213831241,59.03548310169378,71.82482525554533,1
65.58583137293697,54.01607507575442,44.21645233026688,39.1341868065823,56.16559177872482,55.92359830798773,41.98442738072804,55.06999936998547,71.9721991774125,0
61.30101932400659,40.35340983080947,31.057051676269023,45.90389189387562,49.232921547398206,59.399966198966624,50.67683950478896,50.77295903940074,36.11674309986028,0
57.99713159700133,61.98317161122634,61.18037099497293,39.849198205058,61.6045047616915,48.85083362423455,40.50119759768085,54.32625987223408,42.56447556170744,0
65.39417213755287,42.8007972035481,69.69027802003885,50.76153436423584,58.527419134119256,50.50533080084303,68.91687299058505,59.55690724605602,57.30926452942449,0
49.33084289252917,63.34684650927032,46.92038649198484,52.06690062755569,52.84620425947566,53.24089584324355,41.07962678278849,45.75552211575791,56.875652351167815,0
49.1904409331598,39.95999012240063,61.10942709477612,48.9814639038655,55.84445234144867,67.55086957834706,67.80486911681545,49.676790672528384,58.65915280991042,1
68.28560051911306,50.75933857978906,70.31175362927706,66.11771718552492,47.000126038372805,54.64925512012526,47.761279123287935,46.95079997862901,52.14166459914277,1
63.48624939844756,46.74946873367703,58.004593090209866,54.0927407055986,57.77240989889876,56.22796418269752,61.96127983262474,44.106192361908064,54.99721751242642,1
36.63025614792537,55.62049069313835,53.19510107258061,45.97190711403864,77.11654469002123,40.038656555929016,56.46788275308619,61.335335409916695,56.09334735452173,0
50.850299936481264,66.41909421589271,56.92086872591603,71.19299247571476,70.29743833830798,48.79935733492023,52.8691247916139,49.07056389473355,44.48463843761314,1
46.39615451185785,64.73479762830637,58.86609180451013,40.17481274793571,59.09247827373788,44.85139545816832,40.80625558352459,62.042500606424966,54.06027976872108,0
56.92647059220868,65.42234557335246,52.632494480216494,52.34344519030173,61.39935273175444,79.79138288035247,51.43452956893093,42.49871935595778,54.87297534744535,1
37.38918299227286,43.02929609757514,43.56875547322631,68.39345147090764,73.13014751824166,70.38366813445309,56.450412587836894,58.88096308302198,54.669750753223695,0
44.17810488458212,58.007356821287416,39.351069232670426,42.36157826646425,64.11813906315948,61.751269094789286,51.56671946013887,53.3877598160962,66.79139064227724,0
68.23371647186636,42.42127874812586,61.77320538466272,53.49645148460104,48.60518395764949,52.03118138685177,60.79337653948614,61.17806875275839,62.409948448386,0
